machine_id,timestamp,air_temperature,process_temperature,rotational_speed,torque,tool_wear
M10,1/13/2024 21:00,297.89,310.58,2247,27.97,115.3
M10,1/13/2024 22:00,297.56,310.75,2381,33.14,113.2
M10,1/13/2024 23:00,299.38,305.37,1625,28.41,119.6
M10,1/14/2024 0:00,298.22,307.49,1234,47.03,122.1
M10,1/14/2024 1:00,300.99,308.68,1457,67.07,117.8
M10,1/14/2024 2:00,298.7,311.23,2283,45.85,118.5
M10,1/14/2024 3:00,301.74,309.51,2321,53.2,121.6
M10,1/14/2024 4:00,298.61,307.65,1584,38.49,118
M10,1/14/2024 5:00,296.08,305.46,2019,41.67,121.1
M10,1/14/2024 6:00,299,309.69,1829,34.27,120.5
M10,1/14/2024 7:00,297.94,310.02,1954,45.28,128.1
M10,1/14/2024 8:00,295.73,311.73,1715,22.88,129.1
M10,1/14/2024 9:00,297.04,311.88,1998,25.48,130.6
M10,1/14/2024 10:00,297.03,311.11,1582,34.11,124.2
M10,1/14/2024 11:00,297.38,309.78,1801,26.71,131.3
M10,1/14/2024 12:00,299.68,308.29,1830,34.39,126.2
M10,1/14/2024 13:00,299.03,310.7,2234,52.07,124.4
M10,1/14/2024 14:00,295.76,306.69,2225,38.16,133.3
M10,1/14/2024 15:00,300.08,305.94,1326,43.58,129.1
M10,1/14/2024 16:00,299.47,311.95,1796,28.36,135.6
M10,1/14/2024 17:00,300.36,307.49,2277,29.02,130.4
M10,1/14/2024 18:00,297.76,306.55,1489,48.21,128.9
M10,1/14/2024 19:00,298.18,308.27,1453,39.05,134.8
M10,1/14/2024 20:00,299.15,309.42,1605,37.24,130.9
M10,1/14/2024 21:00,302,305.27,2032,49.92,137.5
M10,1/14/2024 22:00,301.43,309.28,2234,37.38,140.7
M10,1/14/2024 23:00,295.67,311.73,2033,47.26,139
M10,1/15/2024 0:00,295.06,311.38,2974,48.71,142.5
M10,1/15/2024 1:00,295.78,305.9,2272,52.35,135.8
M10,1/15/2024 2:00,298.31,309.92,1740,45.52,142.3
M10,1/15/2024 3:00,301.72,311.36,1206,50.88,141.6
M10,1/15/2024 4:00,299.27,307.42,1318,22.67,141.6
M10,1/15/2024 5:00,301.1,309.48,2377,30.04,141.8
M10,1/15/2024 6:00,297.78,308.34,1254,40.53,144.7
M10,1/15/2024 7:00,296.19,310.06,1641,41.23,142.9
M10,1/15/2024 8:00,298.16,319.61,2056,62.03,141.2
M10,1/15/2024 9:00,297.57,305.15,1891,28.32,148.8
M10,1/15/2024 10:00,301.76,310.21,2263,44.28,141.3
M10,1/15/2024 11:00,300.46,305.13,2949,53.03,149.7
M10,1/15/2024 12:00,297.78,309.25,1255,33.52,148.5
M10,1/15/2024 13:00,301.58,306.49,1559,46.87,145
M10,1/15/2024 14:00,295.36,308.01,2326,26.42,148.9
M10,1/15/2024 15:00,300.93,307.97,2349,42.55,145.4
M10,1/15/2024 16:00,298.67,306.85,1282,24.05,147.8
M10,1/15/2024 17:00,300.56,311.9,1597,31.99,147.9
M10,1/15/2024 18:00,301.39,310.16,2282,24.78,146.7
M10,1/15/2024 19:00,297.62,310.07,1309,23.59,150.7
M10,1/15/2024 20:00,295.13,310.76,2239,32.89,153.4
M10,1/15/2024 21:00,300.62,307,1572,52.72,155.7
M10,1/15/2024 22:00,296.79,310.65,2025,46.47,156.3
M10,1/15/2024 23:00,299.38,310.37,2372,48.28,158.7
M10,1/16/2024 0:00,300.81,309.49,2134,23.14,156
M10,1/16/2024 1:00,300.48,309.05,2364,28.69,154.9
M10,1/16/2024 2:00,295.15,308.5,1834,39.93,160.2
M10,1/16/2024 3:00,301.67,311.23,1421,26.47,160.9
M10,1/16/2024 4:00,297.06,305.99,2080,34.15,159.4
M10,1/16/2024 5:00,297.85,309.9,2342,36.55,158.6
M10,1/16/2024 6:00,300.35,311.81,1262,42.47,157.1
M10,1/16/2024 7:00,298.93,311.96,1667,38.2,158.3
M10,1/16/2024 8:00,299.22,307.53,1699,51.45,162.1
M10,1/16/2024 9:00,298.93,305.12,1783,48.98,166.6
M10,1/16/2024 10:00,301.21,305.82,1491,51.58,164.1
M10,1/16/2024 11:00,295.21,310.63,1501,34.22,166.8
M10,1/16/2024 12:00,296.03,309.63,1391,47.43,163.7
M10,1/16/2024 13:00,297.85,305.51,1643,20.52,165.5
M10,1/16/2024 14:00,299.7,309.8,1498,46.83,169.5
M10,1/16/2024 15:00,297.36,311.47,1446,28.82,164.1
M10,1/16/2024 16:00,298.79,306.68,1836,49.74,165.7
M10,1/16/2024 17:00,300.98,310.83,1536,82.78,229
M10,1/16/2024 18:00,295.44,305.39,1992,37.64,165.2
M10,1/16/2024 19:00,300.7,307.34,1252,21.68,165.9
M10,1/16/2024 20:00,299.28,306.95,1800,42.05,166.7
M10,1/16/2024 21:00,295.38,307.85,1562,50.2,172
M10,1/16/2024 22:00,301.65,309.49,1494,21.76,171.2
M10,1/16/2024 23:00,296.89,311.27,2102,35.49,171.1
M10,1/17/2024 0:00,300,308.14,1486,45.41,176.7
M10,1/17/2024 1:00,295.91,305.96,1239,39.44,170.7
M10,1/17/2024 2:00,300.07,310.78,1987,52.31,180.4
M10,1/17/2024 3:00,301.53,305.47,1739,20.8,180.7
M10,1/17/2024 4:00,296.84,311.79,1606,27.09,174.4
M10,1/17/2024 5:00,301.68,307.2,1550,27.09,182
M10,1/17/2024 6:00,298.27,311.49,2150,20.37,182.1
M10,1/17/2024 7:00,296.15,305.71,1534,20.02,175.5
M10,1/17/2024 8:00,296.67,308.59,1850,24.63,180.1
M10,1/17/2024 9:00,297.41,305.85,1646,35.66,184.8
M10,1/17/2024 10:00,297.15,309.15,1545,50.26,179.9
M10,1/17/2024 11:00,297.77,318.91,2957,35.09,180.2
M10,1/17/2024 12:00,298.29,305.76,1490,51.68,185.6
M10,1/17/2024 13:00,298.59,311.41,1353,20.49,180.5
M10,1/17/2024 14:00,298.44,310.74,2298,48.96,180.7
M10,1/17/2024 15:00,298.64,311.82,1551,40.04,183.8
M10,1/17/2024 16:00,300.49,309.81,2096,28.19,185.5
M10,1/17/2024 17:00,301.12,308.78,1435,49.68,183.7
M10,1/17/2024 18:00,297.23,305.2,1668,40.03,187.2
M10,1/17/2024 19:00,298.45,309.92,2315,45.17,187.8
M10,1/17/2024 20:00,301.96,308.18,1325,34.09,190
M11,1/5/2024 8:00,298.63,310.65,1231,32.78,0
M11,1/5/2024 9:00,295.59,310.88,1569,27.84,0
M11,1/5/2024 10:00,295.6,307.75,1949,20.52,0
M11,1/5/2024 11:00,301.56,309.81,2029,39.93,4.6
M11,1/5/2024 12:00,300.39,306.22,2368,24.86,3.7
M11,1/5/2024 13:00,300.28,311.68,2341,40.67,6.5
M11,1/5/2024 14:00,298.01,309.26,1791,47.42,8.2
M11,1/5/2024 15:00,295.89,311.43,1877,47.94,9.8
M11,1/5/2024 16:00,296.61,310.89,2087,54.13,7.1
M11,1/5/2024 17:00,298.55,307.04,1466,30.43,7.9
M11,1/5/2024 18:00,299.27,308.87,1335,42.65,5.4
M11,1/5/2024 19:00,298.82,308.21,1273,44.33,7.8
M11,1/5/2024 20:00,296.25,311.27,2022,35.67,8.9
M11,1/5/2024 21:00,301.8,306.31,2125,29.62,12.7
M11,1/5/2024 22:00,295.44,309.39,2144,37.32,11
M11,1/5/2024 23:00,296.05,309.37,2093,37.7,13.6
M11,1/6/2024 0:00,305.29,307.24,2381,26.87,216
M11,1/6/2024 1:00,299.78,310.55,1955,78.46,226
M11,1/6/2024 2:00,299.8,308.98,1262,43.56,10.4
M11,1/6/2024 3:00,296.23,310.23,1967,29.39,11.3
M11,1/6/2024 4:00,298.22,307.76,1487,32.36,18.4
M11,1/6/2024 5:00,299.47,309.44,1472,43.92,18.4
M11,1/6/2024 6:00,300.53,310.81,1655,50.32,13.7
M11,1/6/2024 7:00,301.47,311.54,1896,34.17,15.1
M11,1/6/2024 8:00,301.41,306.31,1891,45.28,22.6
M11,1/6/2024 9:00,301.62,307.72,2378,26.02,23.5
M11,1/6/2024 10:00,299.86,307.4,1957,23.58,23.4
M11,1/6/2024 11:00,295.74,309.97,1956,32.8,25
M11,1/6/2024 12:00,296.84,307.7,2344,31.35,22.4
M11,1/6/2024 13:00,300.41,307.01,1735,27.85,19
M11,1/6/2024 14:00,295.84,309.73,2249,48.85,18.5
M11,1/6/2024 15:00,301.4,309.19,1537,21.64,23.8
M11,1/6/2024 16:00,299.07,306.88,1277,23.01,23
M11,1/6/2024 17:00,295.62,307.06,1420,31.44,23.4
M11,1/6/2024 18:00,300.1,307.56,1639,48.61,25.6
M11,1/6/2024 19:00,304.78,318.5,2072,35.66,24.8
M11,1/6/2024 20:00,295.61,310.43,1563,35.98,28.5
M11,1/6/2024 21:00,295.85,309.14,2168,39.65,29.2
M11,1/6/2024 22:00,300.3,305.05,1939,24.54,32.3
M11,1/6/2024 23:00,301,307.44,1533,51.16,34
M11,1/7/2024 0:00,301.39,310.43,2052,22.04,28.6
M11,1/7/2024 1:00,298.55,310.55,2121,38.86,29
M11,1/7/2024 2:00,295.97,309.94,2244,31.8,34.3
M11,1/7/2024 3:00,298.79,307.38,2064,53.76,35.6
M11,1/7/2024 4:00,299.99,309.3,1564,37.57,31.5
M11,1/7/2024 5:00,295.83,305.58,2076,54.49,29.5
M11,1/7/2024 6:00,295.04,305.28,1519,48.06,33.7
M11,1/7/2024 7:00,299.53,306.62,1684,24.59,39.5
M11,1/7/2024 8:00,300.79,310.6,1849,22.42,31.5
M11,1/7/2024 9:00,295.24,306.43,2071,39.44,34.1
M11,1/7/2024 10:00,297.12,310.96,2274,41.59,36.9
M11,1/7/2024 11:00,300.02,306.01,1654,34.81,42.7
M11,1/7/2024 12:00,300.04,307.05,2046,25.24,34.6
M11,1/7/2024 13:00,298.61,310.17,1543,52.17,38.2
M11,1/7/2024 14:00,295.49,306.53,1554,44.76,44.1
M11,1/7/2024 15:00,295.94,310.85,1458,27.01,38.2
M11,1/7/2024 16:00,295.05,307.13,1389,22.06,44.9
M11,1/7/2024 17:00,298.64,307.91,2202,25.61,45.5
M11,1/7/2024 18:00,295.17,306.16,2165,34.14,46.1
M11,1/7/2024 19:00,296.24,306.26,1916,36.8,43
M11,1/7/2024 20:00,297.54,309.39,2190,24.75,42.1
M11,1/7/2024 21:00,295.23,306,1384,37.88,49.1
M11,1/7/2024 22:00,298.18,311.3,2334,84.05,43.1
M11,1/7/2024 23:00,299.52,306.23,2136,44.06,44.9
M11,1/8/2024 0:00,300.1,311.48,2393,53.83,53.2
M11,1/8/2024 1:00,297.28,306.21,2380,53.43,53.5
M11,1/8/2024 2:00,297.88,306.2,1406,45.65,53.2
M11,1/8/2024 3:00,299.1,309.48,1683,39.36,47.4
M11,1/8/2024 4:00,297.28,307.55,1700,47.63,55.2
M11,1/8/2024 5:00,297.24,311.58,1746,34.63,52.3
M11,1/8/2024 6:00,300.16,311.18,1648,25.65,52.1
M11,1/8/2024 7:00,295.14,307.33,1719,40.22,58.5
M11,1/8/2024 8:00,300.01,305.82,2115,41.13,58.2
M11,1/8/2024 9:00,295.02,309,2101,22.45,51
M11,1/8/2024 10:00,301.31,308.28,2279,51.87,58.4
M11,1/8/2024 11:00,299.96,310.72,1483,40.29,57.6
M11,1/8/2024 12:00,296.7,306.04,1401,24.72,56.4
M11,1/8/2024 13:00,300.08,305.38,1585,26.06,62.4
M11,1/8/2024 14:00,298.88,309.25,2153,38.15,59.3
M11,1/8/2024 15:00,297.45,306.47,1962,43.36,58.6
M11,1/8/2024 16:00,298.74,311.47,1282,27.07,58.6
M11,1/8/2024 17:00,301.46,309.52,2372,49.93,62.3
M11,1/8/2024 18:00,295.46,310.85,1533,53.39,66
M11,1/8/2024 19:00,301.5,305.65,1505,42.5,59.8
M11,1/8/2024 20:00,301.59,310.24,1249,23.24,60.8
M11,1/8/2024 21:00,304.45,308.58,1316,75.24,61.6
M11,1/8/2024 22:00,295.65,311.77,1497,33.92,66.7
M11,1/8/2024 23:00,295.81,306.1,2142,34.35,68.6
M11,1/9/2024 0:00,295.81,310.4,1382,24.06,65.7
M11,1/9/2024 1:00,301.39,305.29,1265,35.63,69.9
M11,1/9/2024 2:00,301.48,310.32,1709,26.93,69.6
M11,1/9/2024 3:00,295.26,309,2083,76.62,66.2
M11,1/9/2024 4:00,299.66,307.11,2266,23.63,72.6
M11,1/9/2024 5:00,295.7,306.99,2343,43.91,71.9
M11,1/9/2024 6:00,297.36,305.06,1868,54.37,67.9
M11,1/9/2024 7:00,295.9,310.88,1596,44.52,70.9
M11,1/9/2024 8:00,300.05,310.88,1335,48.37,243
M11,1/9/2024 9:00,297.42,310.45,2394,37.38,68.9
M11,1/9/2024 10:00,301.78,305.83,1764,26.68,78.8
M11,1/9/2024 11:00,298.78,307.71,1466,27.42,70.5
M11,1/9/2024 12:00,301.22,310.45,2715,24.93,75.8
M11,1/9/2024 13:00,298.36,308.9,1769,71.23,77.8
M11,1/9/2024 14:00,299.14,307.89,1466,24.43,75.3
M11,1/9/2024 15:00,301.31,307.4,1734,53.35,74.9
M11,1/9/2024 16:00,299.42,305.05,1784,74.55,254
M11,1/9/2024 17:00,299.48,307.58,1831,41.8,78.5
M11,1/9/2024 18:00,300.45,307.44,1783,34.88,77.3
M11,1/9/2024 19:00,307.09,305.74,1714,36.16,76.3
M11,1/9/2024 20:00,298.6,305.27,1254,48.21,84.4
M11,1/9/2024 21:00,296.61,308.15,1765,46.72,78.7
M11,1/9/2024 22:00,298.61,308.81,2258,23.41,85.9
M11,1/9/2024 23:00,295.75,309.15,1421,54.1,86.4
M11,1/10/2024 0:00,296.37,305.3,2127,23.56,80.7
M11,1/10/2024 1:00,297.32,311.78,1789,32.64,86.2
M11,1/10/2024 2:00,297.1,316.96,3090,24,83.6
M11,1/10/2024 3:00,299.73,308.13,2079,40.87,87.4
M11,1/10/2024 4:00,298.93,307.34,1610,41.24,84.7
M11,1/10/2024 5:00,301.57,311.45,2095,51.14,88.3
M11,1/10/2024 6:00,297.47,305.45,1692,49.07,91.7
M11,1/10/2024 7:00,295.22,311.86,2025,34.52,86.4
M11,1/10/2024 8:00,299.39,305.17,1338,47.83,86.7
M11,1/10/2024 9:00,299.67,305.87,1716,21.31,94.5
M11,1/10/2024 10:00,296.65,310.38,2330,22.38,94.9
M11,1/10/2024 11:00,301.01,309.42,1752,40.1,91.6
M11,1/10/2024 12:00,299.95,307.22,1552,21.48,95.3
M11,1/10/2024 13:00,300.65,307.08,2217,52.52,94
M11,1/10/2024 14:00,301.93,309.47,1333,26.95,96.7
M11,1/10/2024 15:00,300.7,307.68,2339,46.25,92.5
M11,1/10/2024 16:00,301.69,306.04,2193,30.03,92.8
M11,1/10/2024 17:00,296.86,306.63,1556,46.68,97.4
M11,1/10/2024 18:00,299.82,308.61,1792,40.4,102.9
M11,1/10/2024 19:00,298.12,305.1,1740,25.78,98.9
M11,1/10/2024 20:00,299.62,305.18,2156,21.78,99.9
M11,1/10/2024 21:00,300.91,305.74,2041,21.92,97.7
M11,1/10/2024 22:00,295.19,310.62,1731,23.33,106.1
M11,1/10/2024 23:00,301.61,310.59,1681,32.93,104.6
M11,1/11/2024 0:00,298.59,308.53,2397,35.7,99.8
M11,1/11/2024 1:00,301.83,311.74,2300,37.63,105
M11,1/11/2024 2:00,299.63,305.21,1344,53.97,109.2
M11,1/11/2024 3:00,297.13,305.97,1446,35.8,109.4
M11,1/11/2024 4:00,298.59,311.49,2369,54.4,111.1
M11,1/11/2024 5:00,301.53,308.77,2645,80.89,104.8
M11,1/11/2024 6:00,296.26,306.32,2353,22.98,108.9
M11,1/11/2024 7:00,299.54,305.59,1523,37.88,108.7
M11,1/11/2024 8:00,296.89,306.16,2067,39.59,109.5
M11,1/11/2024 9:00,304.66,318.64,2177,43.26,105.7
M11,1/11/2024 10:00,300.53,307.96,1926,34.95,110.9
M11,1/11/2024 11:00,296.74,308.41,2332,39.54,110.1
M11,1/11/2024 12:00,295.75,311.52,2389,47.93,115.5
M11,1/11/2024 13:00,297.79,307.05,1292,50.97,117.5
M11,1/11/2024 14:00,296.98,309.27,1985,39.14,116.2
M11,1/11/2024 15:00,304.14,306.86,2247,84.55,110.4
M11,1/11/2024 16:00,297.49,310.32,3097,29.63,116
M11,1/11/2024 17:00,297.8,309.88,1666,41.49,120.1
M11,1/11/2024 18:00,296.81,308.36,2279,35.58,117.8
M11,1/11/2024 19:00,299.36,305.44,1814,22.58,122.8
M11,1/11/2024 20:00,301.27,311.96,1708,32.52,121.1
M11,1/11/2024 21:00,300.7,311.99,1618,45.02,115.4
M11,1/11/2024 22:00,300.04,311.26,1899,26.53,117.6
M11,1/11/2024 23:00,297.25,308.58,2835,31.64,124.1
M11,1/12/2024 0:00,300.25,308.47,1736,24.36,117.6
M11,1/12/2024 1:00,295.22,306.35,1792,29.58,125.2
M11,1/12/2024 2:00,300.92,308.29,2191,51.38,127.4
M11,1/12/2024 3:00,298.61,309.9,2302,72.08,124.3
M11,1/12/2024 4:00,298.86,305.68,1363,35.5,123.8
M11,1/12/2024 5:00,295.73,306.59,1868,41.79,129.6
M11,1/12/2024 6:00,301.63,308.82,2302,41.61,130.3
M11,1/12/2024 7:00,299.07,309.88,2325,35.41,131.2
M11,1/12/2024 8:00,297.19,311.25,1384,31.46,128.6
M11,1/12/2024 9:00,300.63,305.35,1454,41.48,130.7
M11,1/12/2024 10:00,295.41,309.81,2178,54.81,126.7
M11,1/12/2024 11:00,301.22,305.31,1432,22.46,125.7
M11,1/12/2024 12:00,295.43,310.83,2301,46.34,131.3
M11,1/12/2024 13:00,297.95,306.74,1457,23.5,132.3
M11,1/12/2024 14:00,299.2,307.65,1215,21.72,133.2
M11,1/12/2024 15:00,297.11,305.95,2995,71.35,130.5
M11,1/12/2024 16:00,297.87,307.29,2092,29.17,128.9
M11,1/12/2024 17:00,297.18,307.97,1945,37.15,134
M11,1/12/2024 18:00,295.2,308.15,1831,46.88,139.9
M11,1/12/2024 19:00,298.54,309.26,2070,24.58,139.6
M11,1/12/2024 20:00,300.59,311.13,1467,49.9,133.6
M11,1/12/2024 21:00,299.9,305.38,2012,42.14,138.6
M11,1/12/2024 22:00,301.48,305.06,2071,25.61,135.2
M11,1/12/2024 23:00,297.06,311.74,2125,34.99,142.9
M11,1/13/2024 0:00,298.32,307.81,1847,41.46,138.7
M11,1/13/2024 1:00,296.24,309.96,1404,23.23,144.7
M11,1/13/2024 2:00,305.64,306.76,2258,42.38,146.3
M11,1/13/2024 3:00,298.61,307.77,2212,54.71,138.4
M11,1/13/2024 4:00,296.21,319.96,1933,70.81,145.7
M11,1/13/2024 5:00,296.84,306.15,2070,22.66,145.9
M11,1/13/2024 6:00,295.37,308.7,1668,45.74,148.2
M11,1/13/2024 7:00,298.01,309.88,1990,50.32,145.5
M11,1/13/2024 8:00,297.45,310.73,1545,32.9,143.6
M11,1/13/2024 9:00,297.17,305.86,2341,44.32,144
M11,1/13/2024 10:00,296.77,310.58,1749,21.65,149.2
M11,1/13/2024 11:00,297.14,307.57,2156,31.85,144.7
M11,1/13/2024 12:00,301.16,305.78,1596,25.4,151.1
M11,1/13/2024 13:00,300.39,309.3,2206,43.88,150.9
M11,1/13/2024 14:00,295.59,308.07,2015,46.75,147.9
M11,1/13/2024 15:00,299.49,310.2,2202,25.94,148.2
M11,1/13/2024 16:00,306.23,309.8,1349,51.42,150.5
M11,1/13/2024 17:00,297.71,306.73,1285,28.92,154.9
M11,1/13/2024 18:00,297.71,311.96,1670,31.37,154
M11,1/13/2024 19:00,296.87,311.26,1877,49.67,209
M11,1/13/2024 20:00,300.01,307.77,2171,37.68,155.2
M11,1/13/2024 21:00,297.97,311.92,1771,28.89,160
M11,1/13/2024 22:00,296.83,307.99,2288,27.36,156.9
M11,1/13/2024 23:00,295.46,309.22,1645,35.76,160.2
M11,1/14/2024 0:00,299.49,309.56,1856,28.43,159
M11,1/14/2024 1:00,298.2,308.52,1723,50.59,161.2
M11,1/14/2024 2:00,298.98,307.98,2400,38.47,162.4
M11,1/14/2024 3:00,300.35,309.19,1826,54.76,158.5
M11,1/14/2024 4:00,295.93,308.36,1761,49.39,162.9
M11,1/14/2024 5:00,296.63,310.67,2306,46.17,160.7
M11,1/14/2024 6:00,296.87,311.33,2340,42.7,163.6
M11,1/14/2024 7:00,296.65,308.98,1411,25.28,159.5
M11,1/14/2024 8:00,298.85,305.21,1521,53.03,164.8
M11,1/14/2024 9:00,298.62,308.6,1301,44.91,165.5
M11,1/14/2024 10:00,296.02,305.31,1439,20.52,163
M11,1/14/2024 11:00,295.11,309.84,1990,36.15,258
M11,1/14/2024 12:00,299.42,309.7,2343,52.18,169
M11,1/14/2024 13:00,295.85,308.83,1805,26.63,166.8
M11,1/14/2024 14:00,295.43,310.07,2332,30.13,166.9
M11,1/14/2024 15:00,301.6,309.13,1297,47.52,167.2
M11,1/14/2024 16:00,300.37,308.85,1483,26.82,168.3
M11,1/14/2024 17:00,299.12,310.82,1400,21.22,168
M11,1/14/2024 18:00,295.12,310.85,2027,52.06,166.8
M11,1/14/2024 19:00,296.95,307.31,1976,71.39,168.3
M11,1/14/2024 20:00,301.28,307.73,1750,23.22,168.4
M11,1/14/2024 21:00,301.41,307.09,1377,44.81,176.1
M11,1/14/2024 22:00,301.6,311.91,1203,48.27,175.2
M11,1/14/2024 23:00,299.3,311.46,1750,47.03,175.3
M11,1/15/2024 0:00,295.11,310.41,1598,35.05,176.8
M11,1/15/2024 1:00,295.99,308.74,2362,39.76,176.1
M11,1/15/2024 2:00,298.21,305.11,1679,38.9,178.4
M11,1/15/2024 3:00,299.45,305.83,2283,54.83,180.2
M11,1/15/2024 4:00,299.3,307.55,1959,48.1,178.6
M11,1/15/2024 5:00,300.91,308.99,1972,20.82,181.1
M11,1/15/2024 6:00,301.6,305.93,1934,35.91,185.5
M11,1/15/2024 7:00,298.91,311.11,1978,20.51,186.4
M11,1/15/2024 8:00,295.04,311.61,2370,32.9,178.8
M11,1/15/2024 9:00,298.23,307.35,1843,54,179.3
M11,1/15/2024 10:00,297.04,305.63,1482,37.09,182.8
M11,1/15/2024 11:00,295.52,308.79,2329,25.06,180.6
M11,1/15/2024 12:00,297.82,305.96,1745,26.2,181.8
M11,1/15/2024 13:00,297.34,309.11,2120,21.87,188.3
M11,1/15/2024 14:00,301.19,310.05,1950,29.32,183.3
M11,1/15/2024 15:00,297.43,307.06,2195,49.17,183.2
M11,1/15/2024 16:00,298.54,305.02,2383,24.95,190
M11,1/15/2024 17:00,300.81,309.97,1236,52.83,184.7
M12,1/3/2024 9:00,301.48,311.29,2039,29.63,0
M12,1/3/2024 10:00,300.79,306.95,2162,54.72,0.8
M12,1/3/2024 11:00,299.28,311.21,1773,20.18,0
M12,1/3/2024 12:00,301.62,310.72,1574,25.63,0
M12,1/3/2024 13:00,295.63,311.96,1348,33.63,7.4
M12,1/3/2024 14:00,300.56,307.61,2186,22.31,6.7
M12,1/3/2024 15:00,299.49,310.27,1320,23.2,5.3
M12,1/3/2024 16:00,299.27,310.91,1423,54.34,6.9
M12,1/3/2024 17:00,297.99,310.23,1289,46.04,3.4
M12,1/3/2024 18:00,300.56,305.37,2366,24.77,2.3
M12,1/3/2024 19:00,300.67,309.16,1230,20.16,7.4
M12,1/3/2024 20:00,300.81,309.58,2232,40.09,6.5
M12,1/3/2024 21:00,299.89,306.59,1488,47.91,9.3
M12,1/3/2024 22:00,298.89,306.49,2044,32.06,10.8
M12,1/3/2024 23:00,298.31,305.81,1380,53.58,13.6
M12,1/4/2024 0:00,295.99,308.32,1836,48.38,7.2
M12,1/4/2024 1:00,300.08,305.5,1728,31.63,8.7
M12,1/4/2024 2:00,299.65,307.82,1575,22.41,16.8
M12,1/4/2024 3:00,301.17,310.53,1937,35.32,13.9
M12,1/4/2024 4:00,296.69,311.1,1510,34.72,10
M12,1/4/2024 5:00,301.85,308.05,2079,35.67,16.1
M12,1/4/2024 6:00,300.02,306.76,1813,52.58,16
M12,1/4/2024 7:00,301.77,307.23,1666,33.39,21.5
M12,1/4/2024 8:00,305.27,307.09,3009,38.91,15.8
M12,1/4/2024 9:00,299.34,307.47,1945,53.63,14.8
M12,1/4/2024 10:00,300.1,305.07,1269,38.93,17.3
M12,1/4/2024 11:00,295.75,308.45,1833,45.57,21.4
M12,1/4/2024 12:00,301.23,305.7,1370,54.89,20.1
M12,1/4/2024 13:00,297.72,309.21,1239,24.98,24.3
M12,1/4/2024 14:00,298.12,307.72,1562,25.89,17.3
M12,1/4/2024 15:00,297.6,306.64,1748,44.45,18.6
M12,1/4/2024 16:00,295,305.58,1476,26.38,27.6
M12,1/4/2024 17:00,301.3,307.5,1321,20.37,27.9
M12,1/4/2024 18:00,299.9,305.36,1854,23.88,22.2
M12,1/4/2024 19:00,296.28,311.15,1731,35.41,29.7
M12,1/4/2024 20:00,298.07,305.31,2208,23.5,26
M12,1/4/2024 21:00,295.9,309.16,1301,52.58,29.4
M12,1/4/2024 22:00,297.56,319.8,2562,43.32,31.4
M12,1/4/2024 23:00,296.42,311.28,1442,20.11,27.4
M12,1/5/2024 0:00,301.15,308,2237,41.41,34.4
M12,1/5/2024 1:00,295.5,307.1,1392,53.44,35.3
M12,1/5/2024 2:00,299.31,311.24,2317,32.57,33.8
M12,1/5/2024 3:00,306.4,308.97,1500,70.55,30.8
M12,1/5/2024 4:00,298,311.4,2321,22.06,33.1
M12,1/5/2024 5:00,298.34,305.31,1694,54.86,33.4
M12,1/5/2024 6:00,295.88,311.23,1646,43.18,34.9
M12,1/5/2024 7:00,299.07,311.74,1967,50.17,30.2
M12,1/5/2024 8:00,298.21,310.31,1521,31.7,30.8
M12,1/5/2024 9:00,297.44,305.08,2210,27.44,35.3
M12,1/5/2024 10:00,301.29,306.29,1416,36.08,34.8
M12,1/5/2024 11:00,299.39,309.63,2372,44.59,34.5
M12,1/5/2024 12:00,297.15,310.99,1342,20.53,41.6
M12,1/5/2024 13:00,299.5,311.25,1295,32.47,34.6
M12,1/5/2024 14:00,298.79,311.39,2245,28.86,35.4
M12,1/5/2024 15:00,295.82,307.69,2109,27.7,37.4
M12,1/5/2024 16:00,296.97,309.75,2134,31.69,45.6
M12,1/5/2024 17:00,300.53,308.8,1862,50,46.2
M12,1/5/2024 18:00,299.15,309.16,2067,30.91,42.3
M12,1/5/2024 19:00,300.9,307.93,1566,47.91,47.9
M12,1/5/2024 20:00,297.59,308.64,1359,28.95,49.7
M12,1/5/2024 21:00,299.86,305.88,2111,24.01,48.6
M12,1/5/2024 22:00,296.58,310.26,1212,26.33,45.7
M12,1/5/2024 23:00,295.69,310.57,1550,22.36,51.2
M12,1/6/2024 0:00,295.87,309.01,2201,45.3,49.7
M12,1/6/2024 1:00,298.04,310.41,2230,35.28,49
M12,1/6/2024 2:00,298.85,310.11,1840,39.91,49
M12,1/6/2024 3:00,296.17,316.98,1981,80.4,45.6
M12,1/6/2024 4:00,299.23,306.51,2321,54.27,52
M12,1/6/2024 5:00,301.36,308.36,1553,48.13,49.4
M12,1/6/2024 6:00,297.18,305.37,1396,54.84,48.8
M12,1/6/2024 7:00,298.34,305.01,1563,39.29,54.4
M12,1/6/2024 8:00,299.38,310.87,2835,24.73,58.4
M12,1/6/2024 9:00,298.41,306.95,1632,45.59,59
M12,1/6/2024 10:00,300.23,305.46,1937,40.2,57.6
M12,1/6/2024 11:00,299.71,310.15,1226,24.47,57.6
M12,1/6/2024 12:00,296.94,310,1505,27.67,53.3
M12,1/6/2024 13:00,298.49,310.95,1460,44.34,53.8
M12,1/6/2024 14:00,296.36,311.29,1467,37.62,57.7
M12,1/6/2024 15:00,297.85,307.77,1205,43.88,62.5
M12,1/6/2024 16:00,300.55,306.62,2101,35.99,58.6
